제목,날짜,긍정,부정,중립,제목_긍정,제목_부정,제목_중립
한 직장 고집하지 마세요. 요즘 '돈벌이 트렌드'는 이렇습니다 [손희애 작가 2부],2023-01-10,0.000916778,0.011393312,0.9876899,5.70E-05,5.02E-05,0.9998927
지금 한국 사람들이 불행할 수밖에 없는 이유 [박종석 정신과 전문의 1부],2023-01-09,0.004802494,0.04873473,0.94646275,0.000101023,0.000289761,0.9996092
강남까지 20분대 '용인 수지구' 임장기 [부룡X부읽남의 사이버 임장기],2023-01-09,0.000563367,0.002079276,0.99735725,4.41E-05,3.70E-05,0.9999188
"앞으로 6개월 부동산 시장, 결국 이것에 달렸습니다 [빈센트 3부]",2023-01-08,0.001042542,0.011152053,0.9878054,7.63E-05,0.001226865,0.99869686
"조심스럽지만, 올해 봄부터 집값 분위기 달라질 수 있습니다 [김사부 부동산 전문 작가 풀버전]",2023-01-07,0.001317553,0.011413115,0.9872693,4.03E-05,4.34E-05,0.9999163
"앞으로 부동산 집값, 진짜 무서운 게 오고 있습니다 [채상욱 대표 풀버전]",2023-01-07,0.001353856,0.009490252,0.9891559,4.28E-05,4.25E-05,0.99991465
"30대 남자, 결혼 전까지 100만 원 넘게 모아본 적이 없습니다 [상남자들]",2023-01-06,0.001029896,0.005946381,0.99302375,0.00021336,0.000329072,0.99945754
강남도 규제가 풀립니다,2023-01-06,0.002825468,0.01214656,0.98502797,0.000149388,0.000119841,0.99973077
"부동산 집값, 진짜 바닥은 이때입니다 [김제경 소장 1부]",2023-01-05,0.001961118,0.015023493,0.9830154,4.77E-05,5.24E-05,0.99989986
청약 관련 규제 다 풀었다,2023-01-05,0.001628274,0.008983727,0.98938805,4.52E-05,6.32E-05,0.99989164
"""수억 전세금 떼일 뻔"" 오히려 기회된 이유 [손희애 작가 1부]",2023-01-04,0.001071591,0.006651536,0.99227685,0.000202064,0.000399617,0.99939835
"강남, 용산 빼고 부동산 규제 다 풀었다",2023-01-04,0.008681103,0.045775115,0.94554377,5.90E-05,5.56E-05,0.99988544
"""이제 기댈 곳은 여기뿐"" 다주택자에 손 내미는 정부",2023-01-03,0.003908454,0.00486738,0.9912241,3.71E-05,5.09E-05,0.999912
"지금 여기로 돈이 몰리고 있습니다, 이걸 꼭 알고가세요 [빈센트 2부]",2023-01-02,0.012916235,0.023557711,0.96352607,6.92E-05,7.24E-05,0.9998585
경매 당해도 그나마 전세금 지킬 수 있는 법 나왔다,2023-01-02,0.015966095,0.019302687,0.9647312,8.11E-05,7.68E-05,0.99984205
"2023년 부동산 정책, 이 방향으로 흘러갑니다",2023-01-01,0.001150466,0.019979985,0.9788695,4.88E-05,3.36E-05,0.9999176
정말 이건 꼭 말씀드리고 싶어요. 돈끌어당김의 법칙 [고명환 작가 풀버전],2022-12-31,0.00084116,0.010501536,0.9886573,7.47E-05,3.83E-05,0.9998871
"2023년 달라지는 것들, 이건 꼭 알고가세요 [상남자들 특별판]",2022-12-30,0.001117651,0.02297018,0.9759123,4.64E-05,4.05E-05,0.9999131
“결혼하면 이건 꼭 바꿔야죠” 한국 부부들의 크나큰 착각 [상남자들],2022-12-30,0.001513051,0.02050456,0.97798246,6.61E-05,5.63E-05,0.9998777
"지금은 경기회복 어렵습니다, 최소한 '이때까진' 기다리세요 [빈센트 1부]",2022-12-29,0.00218318,0.028009031,0.9698078,0.000117643,0.00060134,0.999281
"""이번엔 2700채다"" 대한민국 뒤흔드는 전세 사기",2022-12-29,0.002015896,0.044801556,0.95318246,4.93E-05,3.95E-05,0.9999112
모든 건 기본에서 시작됩니다 ‘이걸’ 먼저 쌓으세요 [김인만 대표 3부],2022-12-28,0.008922266,0.013537749,0.97753996,0.000154769,0.000157958,0.9996873
대한민국 집값 상위 1% 부자 동네의 탄생 [김시덕 & 이모 씨의 땅덕후들 1부],2022-12-28,0.000645091,0.02878326,0.97057164,4.94E-05,3.74E-05,0.9999132
방송&엔터의 메카 ‘상암 DMC' 임장기 [부룡x부읽남의 사이버 임장기],2022-12-27,0.00194565,0.00779071,0.99026364,0.000361059,0.000224652,0.9994142
"지금 부동산 시장 얼어붙었습니다, 그 이유를 말씀드리면요 [김인만 대표 2부]",2022-12-26,0.005540165,0.015782215,0.9786777,4.17E-05,5.41E-05,0.9999043
지금 전세 살고 있다면 반드시 이걸 확인하세요,2022-12-26,0.018203383,0.09825053,0.88354605,8.63E-05,0.00010236,0.99981135
이 분한테 이 집은 ‘돈’이 아니라 ‘독’입니다,2022-12-25,0.001044215,0.005927991,0.9930279,0.000178564,0.000106109,0.9997154
"""20대 비혼 여성입니다 벌써부터 노후가 걱정입니다"" [상남자들]",2022-12-23,0.000958277,0.006565565,0.9924762,9.90E-05,0.000107344,0.9997936
앞으로 부동산 집값은 결국 ‘이것에’ 달려 있습니다 [김인만 대표 1부],2022-12-22,0.008068951,0.023455696,0.96847534,4.28E-05,5.24E-05,0.99990475
9억 이하 주택 대출 확 풀린다,2022-12-22,0.000842969,0.00248647,0.9966704,0.000228669,0.000102028,0.9996693
"부동산 시장 힘든 거 맞습니다, 그래도 여기는 지켜보세요 [베니아 청약 전문가 2부]",2022-12-21,0.00040848,0.003121368,0.99646986,4.08E-05,5.73E-05,0.9999019
돈 쓰기 전 이 2가지를 꼭 확인하세요,2022-12-21,0.001318288,0.01102612,0.9876555,8.42E-05,6.75E-05,0.99984825
"집값 전망, 솔직히 말씀드리면 이렇습니다 [이종우 이코노미스트 3부]",2022-12-21,0.003187067,0.026399214,0.9704136,4.20E-05,4.04E-05,0.9999175
"1139채 소유한 빌라왕 급사, 피해 규모 300억? 진짜 문제는 이겁니다",2022-12-20,0.006005355,0.018912977,0.9750817,5.17E-05,0.000256647,0.9996916
현금 조금이라도 있다면 지금은 가장 안전한 '이걸' 사세요 [박성현 작가 2부],2022-12-19,0.003243351,0.062274102,0.9344825,0.001422751,0.000543155,0.9980342
"현금으로 '이걸' 계속 사모으세요, 부가 쌓일겁니다 [박성현 작가 1부]",2022-12-19,0.00161011,0.02009988,0.97829,0.001503406,0.000726477,0.9977701
"월급 100만 원부터 만들어보세요, 그때부터 길이 보일 겁니다 [고명환 작가 3부]",2022-12-19,0.000942193,0.011816051,0.98724174,0.000135706,9.61E-05,0.9997682
"앞으로 부는 이쪽으로 몰립니다, 이제부턴 '이걸' 사모으세요 [이종우 이코노미스트 2부]",2022-12-18,0.001873344,0.003974905,0.9941518,4.31E-05,5.06E-05,0.9999062
"윤석열 정부, 또 하나의 부동산 규제 풀었다",2022-12-18,0.00153939,0.024736006,0.9737245,9.50E-05,4.26E-05,0.99986243
"건설사 퇴사 7년, 이제 건설사를 인수합니다",2022-12-16,0.07246579,0.02145697,0.90607727,0.001023764,0.000579775,0.99839646
"혼란스러운 집값, 지금은 '이렇게' 대응하시면 됩니다 [김사부 부동산 전문 작가] @budongsan-kimsabu",2022-12-16,0.001238298,0.008321934,0.9904397,3.52E-05,6.80E-05,0.9998969
"우리가 겪었던 저금리 시대는 다시 오기 힘들겁니다, 이유는요 [이종우 이코노미스트 1부]",2022-12-15,0.002140403,0.060347408,0.9375122,6.68E-05,0.000204965,0.99972814
"""우리 집은 매달 마이너스, 이제는 무섭습니다"" [상남자들X시노펙스]",2022-12-15,0.00514308,0.026947502,0.9679094,5.82E-05,0.000155517,0.9997863
지금은 오히려 '이것'에 관심가져야 합니다 [베니아 1부],2022-12-14,0.007138498,0.014531388,0.9783301,0.00023879,0.000850706,0.99891055
지금 부동산 시장 분위기는 이렇습니다,2022-12-14,0.009524954,0.009710152,0.9807649,8.86E-05,7.25E-05,0.99983895
부자가 더 부자되는 진짜 이유 [오드리 사장] @ohdleetv,2022-12-14,0.002397673,0.002818616,0.9947837,0.001103295,0.000372882,0.9985238
"심상치 않은 집값? ""동탄2신도시"" 모든 아파트 총망라 살펴보기 [부룡X부읽남 사이버 임장기]",2022-12-13,0.003273838,0.034237955,0.9624882,3.67E-05,4.91E-05,0.99991417
현재 대한민국 부자의 기준은 이렇습니다,2022-12-13,0.003980052,0.011015691,0.9850042,0.000196357,7.47E-05,0.999729
"돈을 넣자마자 ""현금이 들어오는 자산""을 사 모으셔야 합니다 [수익형 부동산 투자자 강용수 대표] @yongjujutv",2022-12-12,0.005746262,0.005474122,0.98877954,0.001414268,0.000612379,0.9979734
"지금 가장 핫한 이 지역 ""서울 송파구 잠실동"" 임장기 [부룡X부읽남 사이버 임장기]",2022-12-12,0.009412672,0.018562036,0.9720254,3.47E-05,4.63E-05,0.99991894
지금 금리는 도대체 어디로 가고 있는 것인가?,2022-12-12,0.005816369,0.037541363,0.95664227,6.80E-05,0.000175524,0.9997565
지금 같은 상황에선 '이런 자산'을 사 모아야 합니다 [홍춘욱 박사 3부] @홍춘욱의 경제강의노트,2022-12-11,0.005939451,0.010877753,0.98318267,0.00044723,0.000441054,0.9991117
모두가 위기라고 말할 때 '이렇게' 해야 합니다,2022-12-11,0.001250158,0.04834785,0.95040196,0.00135209,0.7669595,0.23168845
"""살던대로 살지마세요"" 원하는 걸 다 이루면서 사는 법 [고명환 작가 2부]",2022-12-10,0.000891873,0.00419332,0.9949148,7.40E-05,6.08E-05,0.9998653
"20대 보육원 출신·신용불량자 청년 ""제발 한 번만 도와주세요"" [상남자들]",2022-12-09,0.001029281,0.05348055,0.9454901,4.90E-05,4.87E-05,0.99990225
보증금 500만 원 원룸 살던 신혼부부가 강남 건물주 된 사연 @Building_Jinyoung,2022-12-08,0.004657982,0.004370765,0.99097127,4.72E-05,7.14E-05,0.9998814
평생 돈이 마르지 않는 단 한 가지 방법 [고명환 작가 1부],2022-12-08,0.000654021,0.014382961,0.984963,0.000159232,0.000106722,0.9997341
2023년엔 9억 이하 주택은 조건 없이 4%대 이자로 대출해 준다,2022-12-08,0.000414568,0.000919571,0.99866587,0.000105608,7.18E-05,0.9998227
"돈이 몰리는 세상은 따로 있습니다, 여길 주목하세요 [경희대 경영대학원 김상균 교수 2부]",2022-12-07,0.005716249,0.026705265,0.9675785,5.42E-05,5.49E-05,0.9998908
"연봉 2500만 원 벌던 중소기업 직장인, 지금은 '이렇게' 월 8000만 원 법니다 [수익형 부동산 투자자 강용수 대표] @용주주TV",2022-12-07,0.00472038,0.016313598,0.97896606,0.000183526,0.000341289,0.9994753
"""1천만 원 이렇게 투자했으면 지금쯤 86억 벌었을 겁니다"" [강환국 작가] @haltoo",2022-12-07,0.005828165,0.034694355,0.9594775,0.024281973,0.008359309,0.9673587
이자 폭탄 시기에 부동산·건물로 돈 버는 구조 [오동협 대표 2부] @buildingroad.,2022-12-07,0.010994704,0.002709196,0.98629606,0.000731588,0.000268725,0.9989998
집값 도대체 싼 걸까? 비싼 걸까? 이렇게 확인하세요 [채상욱 부동산 애널리스트 1부] @chaeboosim,2022-12-06,0.001219788,0.002174073,0.99660605,4.03E-05,4.77E-05,0.999912
"""상황 파악 안 되는 정부"" 우리 집값은 결국 이렇게 됩니다 [홍춘욱 박사 2부] @chunukhong",2022-12-05,0.001905961,0.01321732,0.98487675,4.92E-05,0.000121354,0.9998294
엘리트 코스 때려 치우고 '부자 아빠' 되는 길을 선택했습니다 [박익현 건물주아이키우기협회 대표] @landlord2378,2022-12-05,0.004691097,0.01501634,0.9802925,0.000105296,4.75E-05,0.9998472
"""배우자의 무계획한 소비 습관 때문에 결혼을 왜 한 건지 의문이 듭니다""",2022-12-05,0.001102517,0.01776705,0.98113036,5.46E-05,5.24E-05,0.99989295
"한국 경제 2023년엔 깜깜합니다. 상반기, 특히 주의하세요. [홍춘욱 박사 1부] @chunukhong",2022-12-04,0.001119141,0.03460412,0.9642768,0.000107466,0.003255768,0.9966366
"""이대로는 안 되겠다"" 결국 정부가 꺼내든 부동산 카드",2022-12-04,0.001070683,0.03399803,0.96493125,8.86E-05,0.000268269,0.9996432
"""2023년 집값은 결국 '이렇게' 될 겁니다"" [하버드 박사·서울대학교 김경민 교수 풀버전] @kimsnote4945",2022-12-03,0.001360955,0.015991928,0.98264706,4.92E-05,6.43E-05,0.9998864
"2023년, 특히 2030은 생전 처음 겪는 가난 옵니다 [한국경제산업연구원 김광석 실장 풀버전] @LetUReadEconomy",2022-12-02,0.022719637,0.057863437,0.9194169,6.04E-05,6.90E-05,0.99987054
"""12년 동안 차를 6번 바꾼 남편, 우리 집 저축 괜찮을까요?"" [상남자들]",2022-12-02,0.001521784,0.00527534,0.9932029,5.72E-05,4.84E-05,0.9998944
"""이 투자법 덕분에 저는 1년에 딱 6개월만 투자해서 돈 법니다” [강환국 작가 1부] @haltoo",2022-12-02,0.001282254,0.013203967,0.9855138,0.000358173,0.000176977,0.9994649
무주택자·1주택자 모두 2020년 가격을 특히 주목해야 하는 이유 [채상욱 부동산 애널리스트 1부] @chaeboosim,2022-12-01,0.001428507,0.014657567,0.98391396,4.21E-05,4.54E-05,0.9999125
갈피 못 잡는 종부세 싸움에 새우 등 터지는 국민들,2022-12-01,0.000912234,0.033847358,0.9652405,0.000378305,0.002384695,0.99723697
지금 버티는 분들은 '이것만' 확인하면서 버티세요 [김사부 부동산 전문 작가 2부] @budongsan-kimsabu,2022-11-30,0.001583195,0.018580182,0.97983664,8.08E-05,0.000217639,0.99970156
"사귀기로 한 첫날, 연봉을 오픈해도 될까?",2022-11-30,0.008249405,0.02108871,0.9706619,9.40E-05,7.72E-05,0.9998287
"""조심스럽지만, 내년 봄부터 집값 분위기 반전될 수 있습니다. 왜냐하면요..."" [김사부 부동산 전문 작가 1부] @budongsan-kimsabu",2022-11-30,0.001308249,0.017537717,0.9811541,4.37E-05,4.36E-05,0.9999126
머지않아 스마트폰 멸종하고 '이것으로' 대체됩니다 [경희대 경영대학원 김상균 교수 1부],2022-11-29,0.016642297,0.040630206,0.9427274,0.000323627,0.003987502,0.99568886
"""5개월 안에 이사가야 합니다, 서울·부천·시흥 중 어딜 택할까요?"" [부룡X부읽남의 부런치 - 부동산 상담소]",2022-11-29,0.006038989,0.010831451,0.9831295,4.08E-05,3.74E-05,0.9999217
"""한 우물 VS 여러 우물"" 고민하지 말고 한 우물만 파세요",2022-11-28,0.000667023,0.009513747,0.9898192,6.45E-05,4.19E-05,0.99989355
"삼성맨들의 동네 ""수원시 영통구"" 호재와 대장 아파트 [부룡X부읽남 사이버 임장기]",2022-11-28,0.000581578,0.005521687,0.9938966,4.55E-05,4.65E-05,0.999908
"주식, 지금 저점이 맞습니다만 '찐바닥'은 이때부터입니다 [주식 투자 전문가 한세구 작가 1부] @user-fk7jw8zz6t",2022-11-27,0.001576087,0.024490219,0.97393376,6.70E-05,4.85E-05,0.9998845
"부자 1천 명을 만나고 알게 된 ""자본주의 성공 방정식 3단계"" [김작가] @lucky_tv",2022-11-27,0.001035665,0.027088733,0.9718756,0.000100893,5.72E-05,0.9998419
한국의 구로디지털단지와 베를린에서 찾은 부동산 해법은? [E클래스 풀버전 - 박정호 교수] @pjhtv,2022-11-26,0.007634539,0.01703415,0.9753313,4.15E-05,4.22E-05,0.9999163
대한민국이 빠른 속도로 인구 줄고 늙어가는 '진짜 이유' [전영수 한양대 국제대학원 교수·인구 사회경제학자 3부],2022-11-26,0.000695257,0.035802625,0.963502,5.38E-05,5.04E-05,0.9998958
내 집 마련 인테리어 다 끝내고 저축 ‘2만 원’ 합니다 [상남자들],2022-11-25,0.002934333,0.009852644,0.987213,0.000739825,0.000366605,0.99889356
"한국 젊은이들이 ""결혼 가성비""를 따질 수밖에 없는 이유 [한양대 국제학대학원 전영수 교수 2부]",2022-11-24,0.002725858,0.017013041,0.9802611,5.95E-05,5.25E-05,0.99988794
"부읽남의 12년 투자이야기, 멈추지 않고 도전하는 이유",2022-11-24,0.001642003,0.012478798,0.9858791,6.50E-05,4.38E-05,0.99989104
요즘 3040들이 집 말고 찾는 이 부동산 [오동협 대표 1부] @buildingroad.,2022-11-23,0.001220709,0.004263153,0.99451613,6.36E-05,4.28E-05,0.99989367
"제주 시골에서 올라와 청담동 건물주가 되기까지, 다 말씀 드릴게요 [오드리 사장 1부] @ohdleetv",2022-11-23,0.008927837,0.028214285,0.96285784,0.000133181,6.76E-05,0.9997993
"'주방뷰 논란'의 둔촌주공 분양, 관심 있다면 이 영상부터 확인하세요",2022-11-23,0.001196209,0.035401937,0.963402,3.95E-05,8.08E-05,0.9998797
2023년 당신이 주목해야 할 자산들 [신한은행 오건영 부부장 4부],2022-11-22,0.013849469,0.004047212,0.98210335,4.29E-05,3.61E-05,0.99992096
"""여기선 다 아이 낳아요, 집값은요…."" 7년째 출산율 1위 다둥이 지역의 집값 [김유라 작가 2부] @goodrichproject",2022-11-22,0.017439693,0.022670854,0.95988935,4.28E-05,3.75E-05,0.99991965
"속도 조절하는 달러, 다 같이 살기 위한 미국의 전략입니다 [신한은행 오건영 부부장 3부]",2022-11-21,0.001293694,0.055395413,0.94331086,5.77E-05,0.000109021,0.9998332
부린이 공부법 / 지방 부동산 공부법 / 돈 없는데 상급지 갈아타기? / 이사 전 층간소음 구별법,2022-11-21,0.00216375,0.02417696,0.9736592,4.75E-05,4.66E-05,0.9999058
"인구 절벽 달리는 한국, 이대로 가면 어떤 일이? [전영수 한양대 국제대학원 교수·인구 사회경제학자]",2022-11-21,0.001061497,0.03448392,0.9644546,4.56E-05,8.12E-05,0.99987316
"""금리 인상발 눈치싸움, 생각보다 오래 갑니다. 이유는요...."" [신한은행 오건영 부부장 2부]",2022-11-20,0.001307779,0.024702286,0.9739899,4.33E-05,8.14E-05,0.9998753
지금 연애와 결혼으로 고민 중이라면 꼭 봐야할 영상,2022-11-20,0.005513561,0.010468781,0.98401767,6.31E-05,4.04E-05,0.9998964
"""지금 불필요한 소비를 하지 않는 건 미래를 구원하는 일입니다"" [김경필 머니트레이너 풀버전]",2022-11-19,0.000890256,0.011041175,0.98806846,0.000113704,9.09E-05,0.9997955
"대한민국 최강 짠순이가 알려주는 ""저축 맞춤"" 결혼 상대 고르는 법 [김유라 작가 1부] @goodrichproject",2022-11-19,0.000532459,0.001909723,0.9975579,4.87E-05,3.14E-05,0.9999199
